所属区,成交均价,面积区间,序号,日期,成交套数,成交面积
光明,43485.43,90~144平方米,268316,2024/4/4,5,504.2
龙岗,39868.58,90~144平方米,268315,2024/4/4,13,1484.11
龙华,63996.7,90~144平方米,268314,2024/4/4,7,715.74
罗湖,56744.23,90~144平方米,268313,2024/4/4,1,120.22
南山,56313.5,90~144平方米,268312,2024/4/4,2,193.14
坪山,35311.88,90~144平方米,268311,2024/4/4,4,460.14
全市,51505.15,90~144平方米,268310,2024/4/4,44,4702.9
全市,46373.44,90平方米以下,268309,2024/4/4,63,5125.03
宝安,48843.01,90平方米以下,268308,2024/4/4,30,2461.85
光明,40619.85,90平方米以下,268307,2024/4/4,3,264.49
龙岗,28672.75,90平方米以下,268306,2024/4/4,12,927.34
龙华,56941.12,90平方米以下,268305,2024/4/4,11,921.2
罗湖,57003.54,90平方米以下,268304,2024/4/4,2,156.64
南山,71337.07,90平方米以下,268303,2024/4/4,2,139
坪山,34533.48,90平方米以下,268302,2024/4/4,3,254.51
全市,43713.75,144平方米以上,268197,2024/4/3,7,2546.16
南山,46702.51,144平方米以上,268196,2024/4/3,1,151.04
福田,118151.67,144平方米以上,268195,2024/4/3,1,261.81
宝安,34366.76,144平方米以上,268194,2024/4/3,5,2133.31
福田,103355.59,90~144平方米,268193,2024/4/3,2,240.32
宝安,48685.47,90~144平方米,268192,2024/4/3,21,2277.71
光明,37257.35,90~144平方米,268191,2024/4/3,2,185.78
龙岗,39559.36,90~144平方米,268190,2024/4/3,8,808.55
龙华,55794.8,90~144平方米,268189,2024/4/3,20,2016.27
罗湖,56039,90~144平方米,268188,2024/4/3,1,121.04
南山,66044.49,90~144平方米,268187,2024/4/3,7,723.81
坪山,36553.12,90~144平方米,268186,2024/4/3,1,117.38
全市,52461.16,90~144平方米,268185,2024/4/3,63,6634.19
深汕,14131.91,90~144平方米,268184,2024/4/3,1,143.33
全市,38961.77,90平方米以下,268183,2024/4/3,63,4151.19
宝安,38302.34,90平方米以下,268182,2024/4/3,30,1557.56
光明,40397.52,90平方米以下,268181,2024/4/3,5,423.45
龙岗,29669.7,90平方米以下,268180,2024/4/3,14,1027.63
龙华,53839.63,90平方米以下,268179,2024/4/3,11,881.37
罗湖,57988.75,90平方米以下,268178,2024/4/3,1,84.9
深汕,11957.23,90平方米以下,268177,2024/4/3,2,176.28
全市,112818.04,144平方米以上,268163,2024/4/2,1,154.98
宝安,112818.04,144平方米以上,268162,2024/4/2,1,154.98
福田,97180.2,90~144平方米,268161,2024/4/2,1,118.63
宝安,68158.99,90~144平方米,268160,2024/4/2,7,787.09
光明,39206.19,90~144平方米,268159,2024/4/2,2,203.34
龙岗,43400.03,90~144平方米,268158,2024/4/2,3,315.83
龙华,64097.44,90~144平方米,268157,2024/4/2,4,438.45
罗湖,82483.79,90~144平方米,268156,2024/4/2,1,127.83
南山,63305.02,90~144平方米,268155,2024/4/2,5,494.49
坪山,39117.17,90~144平方米,268154,2024/4/2,1,92.64
深汕,14284.36,90~144平方米,268153,2024/4/2,5,498.6
全市,54454.84,90~144平方米,268152,2024/4/2,29,3076.9
龙华,43653.63,90平方米以下,268151,2024/4/2,8,460.61
宝安,48736.6,90平方米以下,268150,2024/4/2,3,255.87
福田,44192.86,90平方米以下,268149,2024/4/2,1,78.15
光明,37384.82,90平方米以下,268148,2024/4/2,8,468.5
龙岗,20876,90平方米以下,268147,2024/4/2,2,100.97
全市,37165.92,90平方米以下,268146,2024/4/2,36,2187.71
罗湖,69353.19,90平方米以下,268145,2024/4/2,3,149.37
南山,49646.72,90平方米以下,268144,2024/4/2,1,34.65
坪山,22644.89,90平方米以下,268143,2024/4/2,9,556.37
深汕,11727,90平方米以下,268142,2024/4/2,1,83.22
全市,17447.34,144平方米以上,268034,2024/4/1,7,8320.54
南山,83545.37,144平方米以上,268033,2024/4/1,2,458.06
龙岗,7424,144平方米以上,268032,2024/4/1,2,7359.72
宝安,103954.13,144平方米以上,268031,2024/4/1,3,502.76
福田,93223.17,90~144平方米,268030,2024/4/1,1,121.7
宝安,76435.17,90~144平方米,268029,2024/4/1,9,983.65
光明,37803.58,90~144平方米,268028,2024/4/1,2,192.8
龙岗,39972.25,90~144平方米,268027,2024/4/1,3,301.33
龙华,60220.17,90~144平方米,268026,2024/4/1,2,210.28
南山,43645.16,90~144平方米,268025,2024/4/1,1,93
坪山,33330.86,90~144平方米,268024,2024/4/1,2,184
全市,61683.69,90~144平方米,268023,2024/4/1,20,2086.76
全市,40876.07,90平方米以下,268022,2024/4/1,7,523.63
宝安,40059.7,90平方米以下,268021,2024/4/1,2,153.1
光明,36777.33,90平方米以下,268020,2024/4/1,1,81.24
龙岗,21253.82,90平方米以下,268019,2024/4/1,1,36.92
龙华,51341.9,90平方米以下,268018,2024/4/1,2,163.73
坪山,34883.9,90平方米以下,268017,2024/4/1,1,88.64
全市,100872.76,144平方米以上,267964,2024/3/31,2,328.9
宝安,100872.76,144平方米以上,267963,2024/3/31,2,328.9
光明,40498.02,90~144平方米,267962,2024/3/31,6,629.68
宝安,55191.88,90~144平方米,267961,2024/3/31,8,853.1
龙岗,36831.2,90~144平方米,267960,2024/3/31,8,885.51
龙华,58567.24,90~144平方米,267959,2024/3/31,8,893.47
罗湖,71371.14,90~144平方米,267958,2024/3/31,1,93.27
南山,69278.36,90~144平方米,267957,2024/3/31,3,328.8
坪山,41961,90~144平方米,267956,2024/3/31,1,116.02
深汕,11135.81,90~144平方米,267955,2024/3/31,1,94.59
全市,49528.2,90~144平方米,267954,2024/3/31,36,3894.44
全市,34312.01,90平方米以下,267953,2024/3/31,51,3677.35
宝安,55195.6,90平方米以下,267952,2024/3/31,14,1137.09
光明,38517.48,90平方米以下,267951,2024/3/31,4,356.87
龙岗,18269.73,90平方米以下,267950,2024/3/31,29,1889.59
龙华,44719.91,90平方米以下,267949,2024/3/31,2,121.19
南山,80337.98,90平方米以下,267948,2024/3/31,1,82.99
坪山,34144.35,90平方米以下,267947,2024/3/31,1,89.62
全市,102859.12,144平方米以上,267873,2024/3/30,2,406.69
宝安,102859.12,144平方米以上,267872,2024/3/30,2,406.69
光明,39141.54,90~144平方米,267871,2024/3/30,5,519.05
宝安,56082.6,90~144平方米,267870,2024/3/30,19,2005.29
龙岗,30020.62,90~144平方米,267869,2024/3/30,12,1181.33
龙华,60356.35,90~144平方米,267868,2024/3/30,14,1407.78
罗湖,66707.26,90~144平方米,267867,2024/3/30,1,121.15
南山,82649.92,90~144平方米,267866,2024/3/30,3,329.27
坪山,33364.46,90~144平方米,267865,2024/3/30,4,414.84
全市,49090.27,90~144平方米,267864,2024/3/30,60,6217.28
深汕,11989.44,90~144平方米,267863,2024/3/30,2,238.57
全市,29242.29,90平方米以下,267862,2024/3/30,71,4563.58
宝安,50408.1,90平方米以下,267861,2024/3/30,11,793.3
光明,42097.53,90平方米以下,267860,2024/3/30,4,252.24
龙岗,13902,90平方米以下,267859,2024/3/30,42,2594.86
龙华,53778.67,90平方米以下,267858,2024/3/30,12,788.78
坪山,32357.28,90平方米以下,267857,2024/3/30,2,134.4
全市,35524.61,144平方米以上,267800,2024/3/29,36,16922.1
罗湖,56444.18,144平方米以上,267799,2024/3/29,1,151.53
龙岗,43792.38,144平方米以上,267798,2024/3/29,1,145.85
福田,32038,144平方米以上,267797,2024/3/29,29,15594.46
宝安,84052.23,144平方米以上,267796,2024/3/29,5,1030.26
福田,106878.31,90~144平方米,267795,2024/3/29,1,124.32
宝安,63744.28,90~144平方米,267794,2024/3/29,18,1974.68
光明,40899.33,90~144平方米,267793,2024/3/29,9,939.83
龙岗,39646.81,90~144平方米,267792,2024/3/29,16,1776.77
龙华,62239.85,90~144平方米,267791,2024/3/29,23,2412.21
罗湖,70012.83,90~144平方米,267790,2024/3/29,1,93.27
南山,88087.51,90~144平方米,267789,2024/3/29,4,448.95
坪山,36345.44,90~144平方米,267788,2024/3/29,2,185.41
全市,56690.11,90~144平方米,267787,2024/3/29,74,7955.44
龙岗,26602.48,90平方米以下,267786,2024/3/29,26,1823.91
全市,42940.05,90平方米以下,267785,2024/3/29,96,7070.86
大鹏,19601.48,90平方米以下,267784,2024/3/29,1,89.42
福田,62395.99,90平方米以下,267783,2024/3/29,12,570.46
光明,36821.54,90平方米以下,267782,2024/3/29,9,745.07
宝安,50840.83,90平方米以下,267781,2024/3/29,15,1244.23
龙华,52396.93,90平方米以下,267780,2024/3/29,17,1459.27
南山,70243.25,90平方米以下,267779,2024/3/29,8,486.16
坪山,34233.49,90平方米以下,267778,2024/3/29,5,384.26
深汕,12301.6,90平方米以下,267777,2024/3/29,3,268.08
全市,39474.47,144平方米以上,267720,2024/3/28,15,3876.44
南山,122738.06,144平方米以上,267719,2024/3/28,1,188.75
龙岗,45107.22,144平方米以上,267718,2024/3/28,1,145.85
福田,29454.27,144平方米以上,267717,2024/3/28,10,2716.9
宝安,52428.56,144平方米以上,267716,2024/3/28,3,824.94
福田,56444.31,90~144平方米,267715,2024/3/28,3,374.79
宝安,52545.2,90~144平方米,267714,2024/3/28,33,3412.7
光明,42313.62,90~144平方米,267713,2024/3/28,4,443.98
龙岗,40074.79,90~144平方米,267712,2024/3/28,9,942.8
龙华,60292.35,90~144平方米,267711,2024/3/28,12,1240.7
罗湖,61151.26,90~144平方米,267710,2024/3/28,3,321.06
南山,79692.6,90~144平方米,267709,2024/3/28,6,585.39
坪山,34609.82,90~144平方米,267708,2024/3/28,3,313.15
深汕,11619.71,90~144平方米,267707,2024/3/28,1,127.55
全市,52879.11,90~144平方米,267706,2024/3/28,74,7762.12
光明,37573.96,90平方米以下,267705,2024/3/28,4,333.99
宝安,51865.56,90平方米以下,267704,2024/3/28,16,1176.17
大鹏,20688.88,90平方米以下,267703,2024/3/28,1,89.42
福田,51110.63,90平方米以下,267702,2024/3/28,4,189.02
全市,47190.91,90平方米以下,267701,2024/3/28,68,5077.68
龙岗,32174.29,90平方米以下,267700,2024/3/28,21,1528.52
龙华,54791.16,90平方米以下,267699,2024/3/28,15,1295.58
南山,83502.18,90平方米以下,267698,2024/3/28,6,375.36
坪山,34016.85,90平方米以下,267697,2024/3/28,1,89.62
全市,14094.1,144平方米以上,267638,2024/3/27,8,10108.75
龙华,77239.71,144平方米以上,267637,2024/3/27,1,175.3
龙岗,8931.88,144平方米以上,267636,2024/3/27,4,9405.33
宝安,85068.55,144平方米以上,267635,2024/3/27,3,528.12
大鹏,34915.15,90~144平方米,267634,2024/3/27,1,123.24
宝安,61815.19,90~144平方米,267633,2024/3/27,25,2722.84
光明,38176.43,90~144平方米,267632,2024/3/27,3,287.06
龙岗,42044.14,90~144平方米,267631,2024/3/27,11,1184.36
龙华,54441.18,90~144平方米,267630,2024/3/27,12,1243
罗湖,65196.87,90~144平方米,267629,2024/3/27,3,283.11
南山,88661.67,90~144平方米,267628,2024/3/27,4,453.68
坪山,32583.67,90~144平方米,267627,2024/3/27,3,294.41
深汕,13386.98,90~144平方米,267626,2024/3/27,2,188.38
全市,54842.6,90~144平方米,267625,2024/3/27,64,6780.08
全市,42461.86,90平方米以下,267624,2024/3/27,66,4848.98
宝安,52566.74,90平方米以下,267623,2024/3/27,21,1582.51
光明,39432.92,90平方米以下,267622,2024/3/27,7,604.2
龙岗,30341.23,90平方米以下,267621,2024/3/27,20,1314.41
龙华,48523.38,90平方米以下,267620,2024/3/27,7,541.66
南山,78238.63,90平方米以下,267619,2024/3/27,3,194.25
坪山,31189.34,90平方米以下,267618,2024/3/27,7,528.58
深汕,12427,90平方米以下,267617,2024/3/27,1,83.37
全市,22109.64,144平方米以上,267555,2024/3/26,9,5941.11
龙华,14270.46,144平方米以上,267554,2024/3/26,3,4033.63
福田,31577.72,144平方米以上,267553,2024/3/26,4,1113.76
宝安,48662.1,144平方米以上,267552,2024/3/26,2,793.72
福田,26298.94,90~144平方米,267551,2024/3/26,1,91.82
宝安,70983.14,90~144平方米,267550,2024/3/26,4,440.36
光明,38961.97,90~144平方米,267549,2024/3/26,3,293.24
龙岗,37872.41,90~144平方米,267548,2024/3/26,6,585.57
龙华,61100.24,90~144平方米,267547,2024/3/26,3,309.21
南山,94050.24,90~144平方米,267546,2024/3/26,1,90.76
深汕,11064.37,90~144平方米,267545,2024/3/26,1,128.31
全市,49566.86,90~144平方米,267544,2024/3/26,19,1939.27
全市,37930.79,90平方米以下,267543,2024/3/26,29,1939.04
宝安,47985.14,90平方米以下,267542,2024/3/26,5,374.67
福田,37224.77,90平方米以下,267541,2024/3/26,3,138.58
光明,38442.3,90平方米以下,267540,2024/3/26,4,352.82
龙岗,24200.38,90平方米以下,267539,2024/3/26,9,557.01
龙华,53066.14,90平方米以下,267538,2024/3/26,5,332.25
坪山,31233.04,90平方米以下,267537,2024/3/26,3,183.71
全市,69682.41,144平方米以上,267473,2024/3/25,5,1238.77
罗湖,53809.18,144平方米以上,267472,2024/3/25,1,151.07
宝安,71887.03,144平方米以上,267471,2024/3/25,4,1087.7
光明,43997.98,90~144平方米,267470,2024/3/25,2,238.65
宝安,64251.92,90~144平方米,267469,2024/3/25,11,1159.6
龙岗,41454.27,90~144平方米,267468,2024/3/25,2,192.64
龙华,64504.32,90~144平方米,267467,2024/3/25,2,249.98
南山,88670.19,90~144平方米,267466,2024/3/25,3,295.87
全市,63345.11,90~144平方米,267465,2024/3/25,20,2136.74
福田,45420.79,90平方米以下,267464,2024/3/25,1,78.15
宝安,40506.09,90平方米以下,267463,2024/3/25,4,245.83
全市,38231.04,90平方米以下,267462,2024/3/25,22,1559.78
光明,40474.98,90平方米以下,267461,2024/3/25,5,439.87
龙岗,30749.25,90平方米以下,267460,2024/3/25,8,537.12
龙华,25215.01,90平方米以下,267459,2024/3/25,1,27.12
南山,78025.26,90平方米以下,267458,2024/3/25,1,82.99
坪山,31243.11,90平方米以下,267457,2024/3/25,2,148.7
全市,55084.17,144平方米以上,267396,2024/3/24,1,151.53
罗湖,55084.17,144平方米以上,267395,2024/3/24,1,151.53
福田,93948.6,90~144平方米,267394,2024/3/24,1,142.82
宝安,55276.63,90~144平方米,267393,2024/3/24,26,2752.53
光明,42739.57,90~144平方米,267392,2024/3/24,4,409.07
龙岗,42328.09,90~144平方米,267391,2024/3/24,8,869.43
龙华,62510.75,90~144平方米,267390,2024/3/24,13,1385.21
罗湖,69427.76,90~144平方米,267389,2024/3/24,1,97.75
南山,86860.95,90~144平方米,267388,2024/3/24,3,339.22
坪山,36281.67,90~144平方米,267387,2024/3/24,7,737.4
深汕,11125.51,90~144平方米,267386,2024/3/24,1,127.55
全市,54054.72,90~144平方米,267385,2024/3/24,64,6860.98
全市,44454.38,90平方米以下,267384,2024/3/24,49,3910.41
宝安,50213.79,90平方米以下,267383,2024/3/24,17,1432.93
福田,78787.26,90平方米以下,267382,2024/3/24,1,78.44
光明,37417.01,90平方米以下,267381,2024/3/24,3,242.92
龙岗,31294.44,90平方米以下,267380,2024/3/24,13,998
龙华,56140.2,90平方米以下,267379,2024/3/24,8,673.68
南山,73012.95,90平方米以下,267378,2024/3/24,1,80.87
坪山,28881.39,90平方米以下,267377,2024/3/24,6,403.57
全市,103869.46,144平方米以上,267315,2024/3/23,4,759.15
南山,124639.54,144平方米以上,267314,2024/3/23,1,188.99
宝安,96984.83,144平方米以上,267313,2024/3/23,3,570.16
福田,104110.16,90~144平方米,267312,2024/3/23,3,359.76
宝安,51912.32,90~144平方米,267311,2024/3/23,17,1845.33
光明,40852.33,90~144平方米,267310,2024/3/23,2,214.55
龙岗,34149.2,90~144平方米,267309,2024/3/23,11,1105.88
龙华,57064.12,90~144平方米,267308,2024/3/23,11,1117.66
罗湖,55679.18,90~144平方米,267307,2024/3/23,1,135.51
南山,78341.32,90~144平方米,267306,2024/3/23,3,333.9
深汕,10637.2,90~144平方米,267305,2024/3/23,1,128.31
全市,53163.81,90~144平方米,267304,2024/3/23,49,5240.9
全市,46152.54,90平方米以下,267303,2024/3/23,44,3655.44
宝安,48565.2,90平方米以下,267302,2024/3/23,18,1507.93
光明,40679.94,90平方米以下,267301,2024/3/23,5,415.56
龙岗,30069.47,90平方米以下,267300,2024/3/23,9,736.7
龙华,60450.28,90平方米以下,267299,2024/3/23,7,582.13
南山,77757.75,90平方米以下,267298,2024/3/23,2,165.98
坪山,33671.74,90平方米以下,267297,2024/3/23,3,247.14
全市,71785.93,144平方米以上,267234,2024/3/22,3,689.55
宝安,71785.93,144平方米以上,267233,2024/3/22,3,689.55
福田,84128.69,90~144平方米,267232,2024/3/22,2,269.08
宝安,68394.73,90~144平方米,267231,2024/3/22,22,2279.05
光明,38920.51,90~144平方米,267230,2024/3/22,2,212.59
龙岗,39002.63,90~144平方米,267229,2024/3/22,9,915.4
龙华,57916.24,90~144平方米,267228,2024/3/22,12,1283.28
南山,83826.95,90~144平方米,267227,2024/3/22,5,512.06
坪山,38909.48,90~144平方米,267226,2024/3/22,1,92.64
深汕,11084.14,90~144平方米,267225,2024/3/22,3,349.69
全市,58713.15,90~144平方米,267224,2024/3/22,56,5913.79
全市,45121.17,90平方米以下,267223,2024/3/22,50,3800.47
宝安,52145.71,90平方米以下,267222,2024/3/22,15,1246.27
光明,42201.7,90平方米以下,267221,2024/3/22,6,518.37
龙岗,26281.49,90平方米以下,267220,2024/3/22,13,807.42
龙华,56216.34,90平方米以下,267219,2024/3/22,10,781.52
南山,71000.57,90平方米以下,267218,2024/3/22,2,132.19
坪山,32024.04,90平方米以下,267217,2024/3/22,4,314.7
全市,98162.11,144平方米以上,267158,2024/3/21,11,2261.58
南山,121969.03,144平方米以上,267157,2024/3/21,1,188.75
罗湖,53639.18,144平方米以上,267156,2024/3/21,1,151.07
龙华,78585.46,144平方米以上,267155,2024/3/21,1,175.89
宝安,101413.13,144平方米以上,267154,2024/3/21,8,1745.87
福田,96554.32,90~144平方米,267153,2024/3/21,2,250.18
宝安,62431.82,90~144平方米,267152,2024/3/21,16,1702.93
光明,41514.93,90~144平方米,267151,2024/3/21,8,911.87
龙岗,40479.25,90~144平方米,267150,2024/3/21,15,1595.94
龙华,59152.73,90~144平方米,267149,2024/3/21,13,1401.61
罗湖,71757.5,90~144平方米,267148,2024/3/21,2,213.74
南山,89374.07,90~144平方米,267147,2024/3/21,2,210.66
深汕,11190.89,90~144平方米,267146,2024/3/21,2,225.37
全市,54132.61,90~144平方米,267145,2024/3/21,60,6512.3
全市,40560.82,90平方米以下,267144,2024/3/21,51,3689.17
宝安,41211.62,90平方米以下,267143,2024/3/21,14,985.09
福田,45408.62,90平方米以下,267142,2024/3/21,1,78.15
光明,40401.75,90平方米以下,267141,2024/3/21,8,688.47
龙岗,30305.16,90平方米以下,267140,2024/3/21,16,1052.45
龙华,55643.33,90平方米以下,267139,2024/3/21,6,521.95
南山,74537.19,90平方米以下,267138,2024/3/21,2,141.12
坪山,28017.28,90平方米以下,267137,2024/3/21,4,221.94
全市,81584.81,144平方米以上,267076,2024/3/20,10,2400.15
龙岗,56975.17,144平方米以上,267075,2024/3/20,1,186.06
福田,34994.84,144平方米以上,267074,2024/3/20,1,490.84
宝安,97512.32,144平方米以上,267073,2024/3/20,8,1723.25
光明,42600.18,90~144平方米,267072,2024/3/20,3,327.33
宝安,56267.24,90~144平方米,267071,2024/3/20,13,1505.43
龙岗,42340.78,90~144平方米,267070,2024/3/20,12,1388.06
龙华,61365.37,90~144平方米,267069,2024/3/20,11,1166.54
罗湖,61764.51,90~144平方米,267068,2024/3/20,2,228.78
南山,83772.14,90~144平方米,267067,2024/3/20,5,501.62
坪山,33147.01,90~144平方米,267066,2024/3/20,2,187.88
盐田,55347.6,90~144平方米,267065,2024/3/20,1,138.12
全市,54931.14,90~144平方米,267064,2024/3/20,49,5443.76
