所属区,成交均价,面积区间,序号,日期,成交套数,成交面积
福田,89842.77,90~144平方米,241460,2023/4/28,2,226.45
宝安,109636.45,144平方米以上,241461,2023/4/28,1,173.63
龙岗,47713.72,144平方米以上,241462,2023/4/28,1,146.02
全市,81349.4,144平方米以上,241463,2023/4/28,2,319.65
南山,57052.62,144平方米以上,241365,2023/4/27,3,731.57
全市,82803.93,144平方米以上,241366,2023/4/27,10,2003.47
深汕,11119.09,90平方米以下,241340,2023/4/27,10,881.96
坪山,32922.76,90平方米以下,241341,2023/4/27,2,161.36
南山,57371.82,90平方米以下,241342,2023/4/27,8,410.12
罗湖,49772.31,90平方米以下,241343,2023/4/27,4,234.88
龙华,71447.1,90平方米以下,241344,2023/4/27,3,258.24
全市,45463.74,90平方米以下,241345,2023/4/27,104,8165.12
光明,47318.43,90平方米以下,241346,2023/4/27,24,2086.79
福田,61589.36,90平方米以下,241347,2023/4/27,1,80.05
大鹏,27690.72,90平方米以下,241348,2023/4/27,1,88.81
宝安,61190.3,90平方米以下,241349,2023/4/27,20,1586.25
龙岗,41752.44,90平方米以下,241350,2023/4/27,31,2376.66
全市,61996.29,90~144平方米,241351,2023/4/27,135,14639.96
盐田,50369.93,90~144平方米,241352,2023/4/27,2,210.1
深汕,11121.1,90~144平方米,241353,2023/4/27,12,1286.91
坪山,37981.39,90~144平方米,241354,2023/4/27,2,208.38
南山,91947.28,90~144平方米,241355,2023/4/27,2,241.1
罗湖,61593.26,90~144平方米,241356,2023/4/27,3,309.86
龙华,69308.15,90~144平方米,241357,2023/4/27,34,3752.33
龙岗,47002.35,90~144平方米,241358,2023/4/27,31,3070.4
光明,47900.59,90~144平方米,241359,2023/4/27,13,1470.93
宝安,87664.43,90~144平方米,241360,2023/4/27,30,3372.03
福田,87909.11,90~144平方米,241361,2023/4/27,6,717.92
宝安,95296.36,144平方米以上,241362,2023/4/27,5,812.91
福田,117090.36,144平方米以上,241363,2023/4/27,1,313.27
龙华,68686.12,144平方米以上,241364,2023/4/27,1,145.72
深汕,10010.46,90平方米以下,241260,2023/4/26,2,165.71
坪山,38693.97,90平方米以下,241261,2023/4/26,2,146.5
罗湖,47562.41,90平方米以下,241262,2023/4/26,4,170.96
龙华,67337.29,90平方米以下,241263,2023/4/26,6,508.69
全市,45678.66,90平方米以下,241264,2023/4/26,125,8948.46
光明,49549.7,90平方米以下,241265,2023/4/26,31,2754.03
福田,45823.98,90平方米以下,241266,2023/4/26,1,25.1
宝安,57788.18,90平方米以下,241267,2023/4/26,16,1293.13
龙岗,37767.54,90平方米以下,241268,2023/4/26,63,3884.34
全市,57352.53,90~144平方米,241269,2023/4/26,95,10410.44
盐田,50325.85,90~144平方米,241270,2023/4/26,1,138.1
深汕,11088.31,90~144平方米,241271,2023/4/26,9,944.1
坪山,36404.42,90~144平方米,241272,2023/4/26,3,303.61
南山,72296.8,90~144平方米,241273,2023/4/26,1,101.08
罗湖,86284.8,90~144平方米,241274,2023/4/26,4,453.48
龙华,69754.15,90~144平方米,241275,2023/4/26,23,2558.02
龙岗,49854.3,90~144平方米,241276,2023/4/26,27,2839.93
光明,51670.05,90~144平方米,241277,2023/4/26,14,1651.95
宝安,75658.08,90~144平方米,241278,2023/4/26,9,941.93
福田,95185.47,90~144平方米,241279,2023/4/26,4,478.24
福田,67937.35,144平方米以上,241280,2023/4/26,2,507.76
罗湖,81158.73,144平方米以上,241281,2023/4/26,6,1058.09
南山,101471.29,144平方米以上,241282,2023/4/26,3,946.35
全市,86138.23,144平方米以上,241283,2023/4/26,11,2512.2
坪山,20306.72,90~144平方米,241172,2023/4/25,6,727.4
南山,84428.22,90~144平方米,241173,2023/4/25,4,472.46
罗湖,63814.76,90~144平方米,241174,2023/4/25,2,211.01
龙华,66366.76,90~144平方米,241175,2023/4/25,19,1995.15
龙岗,43165.82,90~144平方米,241176,2023/4/25,6,632.23
光明,47197.27,90~144平方米,241177,2023/4/25,6,590.82
宝安,62738.66,90~144平方米,241178,2023/4/25,8,839.67
福田,100833.77,90~144平方米,241179,2023/4/25,1,111.18
宝安,80400.35,144平方米以上,241180,2023/4/25,2,438.61
罗湖,59842.15,144平方米以上,241181,2023/4/25,1,151.07
坪山,14451.27,144平方米以上,241182,2023/4/25,3,518.22
全市,46749.43,144平方米以上,241183,2023/4/25,6,1107.9
深汕,10897.99,90平方米以下,241160,2023/4/25,1,77.3
坪山,25080.27,90平方米以下,241161,2023/4/25,15,1063.88
南山,67583.28,90平方米以下,241162,2023/4/25,7,388.84
罗湖,56131.91,90平方米以下,241163,2023/4/25,8,476.6
全市,44059.41,90平方米以下,241164,2023/4/25,76,5289.22
龙岗,31557.69,90平方米以下,241165,2023/4/25,14,887.54
光明,47741.24,90平方米以下,241166,2023/4/25,15,1288.33
福田,39548.27,90平方米以下,241167,2023/4/25,4,126.4
宝安,59562,90平方米以下,241168,2023/4/25,9,723.2
龙华,57924.84,90平方米以下,241169,2023/4/25,3,257.13
全市,56546.71,90~144平方米,241170,2023/4/25,53,5673.59
深汕,13017.24,90~144平方米,241171,2023/4/25,1,93.67
光明,48994.59,90~144平方米,241094,2023/4/24,6,671.85
宝安,60056.56,90~144平方米,241095,2023/4/24,5,465.48
福田,25170.37,90~144平方米,241096,2023/4/24,1,91.69
宝安,107070.87,144平方米以上,241097,2023/4/24,2,429.89
南山,78800.67,144平方米以上,241098,2023/4/24,2,466.5
全市,92358.47,144平方米以上,241099,2023/4/24,4,896.39
坪山,31139.69,90平方米以下,241080,2023/4/24,1,79.32
南山,85567.14,90平方米以下,241081,2023/4/24,1,53.29
龙华,26630.09,90平方米以下,241082,2023/4/24,1,73.34
龙岗,36595.57,90平方米以下,241083,2023/4/24,13,827.43
光明,47712.35,90平方米以下,241084,2023/4/24,18,1468.09
福田,48029.47,90平方米以下,241085,2023/4/24,11,311.26
宝安,51250.91,90平方米以下,241086,2023/4/24,15,1168.74
全市,46253.74,90平方米以下,241087,2023/4/24,60,3981.47
全市,44200.66,90~144平方米,241088,2023/4/24,36,3763.14
深汕,12362.16,90~144平方米,241089,2023/4/24,8,885.37
坪山,32187.23,90~144平方米,241090,2023/4/24,1,131.36
罗湖,51527.13,90~144平方米,241091,2023/4/24,2,189.14
龙华,68822.37,90~144平方米,241092,2023/4/24,8,807.31
龙岗,43523.71,90~144平方米,241093,2023/4/24,5,520.94
全市,51276.82,90~144平方米,240989,2023/4/23,82,8716.35
盐田,52167.92,90~144平方米,240990,2023/4/23,3,345.1
深汕,11779.26,90~144平方米,240991,2023/4/23,10,1117.6
坪山,38132.64,90~144平方米,240992,2023/4/23,6,615.61
南山,88799.41,90~144平方米,240993,2023/4/23,2,230.97
罗湖,70864.05,90~144平方米,240994,2023/4/23,5,478.26
龙华,63093.83,90~144平方米,240995,2023/4/23,16,1664.67
龙岗,47683.06,90~144平方米,240996,2023/4/23,14,1452.62
光明,47006.23,90~144平方米,240997,2023/4/23,9,1015.43
宝安,62831.84,90~144平方米,240998,2023/4/23,16,1677.45
福田,88319.23,90~144平方米,240999,2023/4/23,1,118.64
宝安,61833.5,144平方米以上,241000,2023/4/23,3,522.07
龙岗,47730.33,144平方米以上,241001,2023/4/23,2,326.95
龙华,78716.2,144平方米以上,241002,2023/4/23,2,330.34
全市,62652.59,144平方米以上,241003,2023/4/23,7,1179.36
深汕,10990.26,90平方米以下,240980,2023/4/23,15,1307.22
坪山,35125.1,90平方米以下,240981,2023/4/23,2,159.49
罗湖,57842.13,90平方米以下,240982,2023/4/23,5,208.35
龙华,64951.45,90平方米以下,240983,2023/4/23,7,590.99
全市,41321.46,90平方米以下,240984,2023/4/23,76,5897.33
光明,47815.08,90平方米以下,240985,2023/4/23,12,1052.19
大鹏,30265.09,90平方米以下,240986,2023/4/23,1,85.08
宝安,55105.62,90平方米以下,240987,2023/4/23,19,1523.21
龙岗,37554.06,90平方米以下,240988,2023/4/23,15,970.8
全市,85687.77,144平方米以上,240928,2023/4/22,3,456.1
盐田,54500,90平方米以下,240905,2023/4/22,1,89.34
坪山,37768.1,90平方米以下,240906,2023/4/22,2,155.08
南山,85918.79,90平方米以下,240907,2023/4/22,2,132.17
罗湖,47081.74,90平方米以下,240908,2023/4/22,13,639.98
龙华,60187.25,90平方米以下,240909,2023/4/22,2,172.87
宝安,58639.84,90平方米以下,240910,2023/4/22,30,2443.83
光明,48331.5,90平方米以下,240911,2023/4/22,30,2626.45
福田,45619.97,90平方米以下,240912,2023/4/22,2,156.3
大鹏,29948.9,90平方米以下,240913,2023/4/22,1,85.91
全市,50470.31,90平方米以下,240914,2023/4/22,106,8237.55
龙岗,42166.13,90平方米以下,240915,2023/4/22,23,1735.62
全市,60286.74,90~144平方米,240916,2023/4/22,89,9458.01
盐田,52836.81,90~144平方米,240917,2023/4/22,1,92.46
深汕,10121,90~144平方米,240918,2023/4/22,1,94.61
南山,91543.08,90~144平方米,240919,2023/4/22,3,339.84
罗湖,59343.87,90~144平方米,240920,2023/4/22,3,287.88
龙华,66865.89,90~144平方米,240921,2023/4/22,15,1659.95
龙岗,48783.98,90~144平方米,240922,2023/4/22,16,1691.47
光明,48693.31,90~144平方米,240923,2023/4/22,19,2086.11
宝安,68253.43,90~144平方米,240924,2023/4/22,24,2481.93
福田,71384.64,90~144平方米,240925,2023/4/22,7,723.76
宝安,102313.85,144平方米以上,240926,2023/4/22,1,164.66
龙华,76294.25,144平方米以上,240927,2023/4/22,2,291.44
全市,84681.51,144平方米以上,240847,2023/4/21,10,2557.5
坪山,35990.75,90平方米以下,240826,2023/4/21,2,168.08
南山,72359.84,90平方米以下,240827,2023/4/21,9,508.25
罗湖,43161.02,90平方米以下,240828,2023/4/21,3,122.39
全市,49027.92,90平方米以下,240829,2023/4/21,96,7460.74
龙岗,37671.05,90平方米以下,240830,2023/4/21,26,1966.29
光明,48350.62,90平方米以下,240831,2023/4/21,21,1843.65
宝安,53254.16,90平方米以下,240832,2023/4/21,19,1473.35
龙华,65554.44,90平方米以下,240833,2023/4/21,13,1114.14
全市,55102.53,90~144平方米,240834,2023/4/21,88,9312.17
深汕,11727.59,90~144平方米,240835,2023/4/21,8,839.19
坪山,34366.12,90~144平方米,240836,2023/4/21,2,200.32
罗湖,51770.48,90~144平方米,240837,2023/4/21,4,418.56
龙华,68587.71,90~144平方米,240838,2023/4/21,30,3090.45
龙岗,45418.43,90~144平方米,240839,2023/4/21,8,843.14
光明,47754.36,90~144平方米,240840,2023/4/21,23,2438.75
宝安,72868.32,90~144平方米,240841,2023/4/21,7,725.06
福田,72913.17,90~144平方米,240842,2023/4/21,6,756.7
宝安,63912.17,144平方米以上,240843,2023/4/21,5,1383.56
福田,117053.59,144平方米以上,240844,2023/4/21,3,785.43
龙华,75493.29,144平方米以上,240845,2023/4/21,1,145.72
南山,103827.88,144平方米以上,240846,2023/4/21,1,242.79
深汕,11199.17,90平方米以下,240825,2023/4/21,3,264.59
南山,89684.72,90~144平方米,240753,2023/4/20,5,555.02
罗湖,84226.39,90~144平方米,240754,2023/4/20,3,343.78
龙华,65439.57,90~144平方米,240755,2023/4/20,25,2687.17
龙岗,45556.31,90~144平方米,240756,2023/4/20,16,1615.53
光明,46486.71,90~144平方米,240757,2023/4/20,6,654.69
宝安,65234.8,90~144平方米,240758,2023/4/20,17,1813.81
福田,80546.42,90~144平方米,240759,2023/4/20,2,220.5
福田,75581.3,144平方米以上,240760,2023/4/20,2,433.47
龙华,78805.69,144平方米以上,240761,2023/4/20,3,468.8
罗湖,91847.7,144平方米以上,240762,2023/4/20,1,181.61
全市,79701.44,144平方米以上,240763,2023/4/20,6,1083.88
深汕,10967.15,90平方米以下,240740,2023/4/20,7,617.35
坪山,36100.44,90平方米以下,240741,2023/4/20,6,489.14
南山,82182.09,90平方米以下,240742,2023/4/20,2,126.93
罗湖,61152.76,90平方米以下,240743,2023/4/20,6,303.15
全市,45301.09,90平方米以下,240744,2023/4/20,86,6577.26
龙岗,40169.44,90平方米以下,240745,2023/4/20,22,1516.37
光明,48252.58,90平方米以下,240746,2023/4/20,13,1157.61
宝安,53495.94,90平方米以下,240747,2023/4/20,27,2107.28
龙华,58043.32,90平方米以下,240748,2023/4/20,3,259.43
全市,58103.16,90~144平方米,240749,2023/4/20,83,8877.59
盐田,55453.23,90~144平方米,240750,2023/4/20,1,97.35
深汕,11469.06,90~144平方米,240751,2023/4/20,6,672.79
坪山,36902.42,90~144平方米,240752,2023/4/20,2,216.95
罗湖,48549.23,90平方米以下,240643,2023/4/19,5,234.33
全市,45720.77,90平方米以下,240644,2023/4/19,61,4713.53
龙岗,38847.29,90平方米以下,240645,2023/4/19,19,1432.28
光明,48551.27,90平方米以下,240646,2023/4/19,11,975.24
福田,88856.74,90平方米以下,240647,2023/4/19,2,138.88
宝安,69724.4,90平方米以下,240648,2023/4/19,6,490.44
龙华,59285.14,90平方米以下,240649,2023/4/19,3,259.6
全市,58663.27,90~144平方米,240650,2023/4/19,92,10159.68
深汕,12014.5,90~144平方米,240651,2023/4/19,13,1425.02
坪山,37786.45,90~144平方米,240652,2023/4/19,3,307.28
南山,87033.01,90~144平方米,240653,2023/4/19,6,702.11
罗湖,82200.73,90~144平方米,240654,2023/4/19,3,349.59
龙华,70684.02,90~144平方米,240655,2023/4/19,32,3533.05
龙岗,42994.12,90~144平方米,240656,2023/4/19,17,1681.75
光明,51710.38,90~144平方米,240657,2023/4/19,6,671.53
福田,80859.99,90~144平方米,240658,2023/4/19,8,1010.43
宝安,93427.21,90~144平方米,240659,2023/4/19,3,355.68
大鹏,46500,90~144平方米,240660,2023/4/19,1,123.24
宝安,51119.18,144平方米以上,240661,2023/4/19,1,151.57
龙华,69981.73,144平方米以上,240662,2023/4/19,1,145.72
南山,99861.29,144平方米以上,240663,2023/4/19,4,937.68
全市,90353.45,144平方米以上,240664,2023/4/19,6,1234.97
深汕,10817.75,90平方米以下,240640,2023/4/19,4,331.19
坪山,37086.6,90平方米以下,240641,2023/4/19,9,735.04
南山,71835.66,90平方米以下,240642,2023/4/19,2,116.53
光明,49999.42,90~144平方米,240574,2023/4/18,6,662.23
宝安,60051.84,90~144平方米,240575,2023/4/18,8,798.01
福田,88632.77,90~144平方米,240576,2023/4/18,4,488.86
龙华,76008.25,144平方米以上,240577,2023/4/18,2,346.5
南山,106483.15,144平方米以上,240578,2023/4/18,4,1208.71
全市,99693.36,144平方米以上,240579,2023/4/18,6,1555.21
坪山,36896.03,90平方米以下,240560,2023/4/18,2,157.49
南山,70529.03,90平方米以下,240561,2023/4/18,1,58.36
罗湖,40876.62,90平方米以下,240562,2023/4/18,3,102.09
龙华,73550.78,90平方米以下,240563,2023/4/18,1,86.98
宝安,44794.26,90平方米以下,240564,2023/4/18,7,522.78
光明,49324.97,90平方米以下,240565,2023/4/18,9,802.98
福田,48666.87,90平方米以下,240566,2023/4/18,13,336.29
全市,44134.41,90平方米以下,240567,2023/4/18,54,3159.74
龙岗,36206.35,90平方米以下,240568,2023/4/18,18,1092.77
全市,63998.74,90~144平方米,240569,2023/4/18,51,5478.5
坪山,34862.66,90~144平方米,240570,2023/4/18,2,209.27
南山,99924.87,90~144平方米,240571,2023/4/18,1,94.66
龙华,73733.68,90~144平方米,240572,2023/4/18,20,2262.57
龙岗,44316.97,90~144平方米,240573,2023/4/18,10,962.9
福田,145549.98,144平方米以上,240509,2023/4/17,1,206.62
龙岗,48215.2,144平方米以上,240510,2023/4/17,3,437.55
罗湖,42115.12,144平方米以上,240511,2023/4/17,1,242.69
全市,69124.14,144平方米以上,240512,2023/4/17,6,1116.47
坪山,37705.53,90平方米以下,240493,2023/4/17,2,167.19
南山,76504.48,90平方米以下,240494,2023/4/17,3,180.83
罗湖,48610.59,90平方米以下,240495,2023/4/17,8,341.61
龙华,56204.11,90平方米以下,240496,2023/4/17,3,260.17
龙岗,42126.43,90平方米以下,240497,2023/4/17,23,1633.46
光明,48679.26,90平方米以下,240498,2023/4/17,1,88.38
全市,48173.45,90平方米以下,240499,2023/4/17,56,3934.57
宝安,51515.87,90平方米以下,240500,2023/4/17,16,1262.93
全市,58732.59,90~144平方米,240501,2023/4/17,48,5110.2
坪山,36210.21,90~144平方米,240502,2023/4/17,1,98.1
龙华,70467.87,90~144平方米,240503,2023/4/17,19,1989.42
龙岗,43282.08,90~144平方米,240504,2023/4/17,18,1969.3
光明,46457.44,90~144平方米,240505,2023/4/17,4,383.63
宝安,66218.55,90~144平方米,240506,2023/4/17,4,433.06
福田,104180.13,90~144平方米,240507,2023/4/17,2,236.69
宝安,68742.72,144平方米以上,240508,2023/4/17,1,229.61
坪山,37069.96,90平方米以下,240426,2023/4/16,2,150.87
罗湖,43814.59,90平方米以下,240427,2023/4/16,3,121.94
龙华,61562.72,90平方米以下,240428,2023/4/16,8,692.07
全市,54027.84,90平方米以下,240429,2023/4/16,55,4429.68
光明,46026.24,90平方米以下,240430,2023/4/16,7,618.37
福田,100838.57,90平方米以下,240431,2023/4/16,1,80.63
宝安,64260.74,90平方米以下,240432,2023/4/16,15,1276.3
龙岗,45008.34,90平方米以下,240433,2023/4/16,18,1400.74
全市,59367.59,90~144平方米,240434,2023/4/16,97,10211.83
深汕,10947.86,90~144平方米,240435,2023/4/16,7,738.5
坪山,38640.01,90~144平方米,240436,2023/4/16,7,720.44
南山,89957.73,90~144平方米,240437,2023/4/16,4,458.46
罗湖,70123.07,90~144平方米,240438,2023/4/16,3,295.62
龙华,67263.47,90~144平方米,240439,2023/4/16,29,2923.87
龙岗,48082.88,90~144平方米,240440,2023/4/16,12,1252.42
光明,50308.9,90~144平方米,240441,2023/4/16,11,1196.82
福田,72654.67,90~144平方米,240442,2023/4/16,6,736.11
宝安,75020.82,90~144平方米,240443,2023/4/16,17,1792.92
大鹏,33813.01,90~144平方米,240444,2023/4/16,1,96.67
龙华,83017.29,144平方米以上,240445,2023/4/16,1,145.72
罗湖,92375.91,144平方米以上,240446,2023/4/16,1,181.61
全市,88209.66,144平方米以上,240447,2023/4/16,2,327.33
盐田,46552.58,90平方米以下,240425,2023/4/16,1,88.76
全市,49755.16,90平方米以下,240338,2023/4/15,78,5824.06
光明,47685.25,90平方米以下,240339,2023/4/15,17,1505.04
福田,73923,90平方米以下,240340,2023/4/15,4,151.32
大鹏,26837.42,90平方米以下,240341,2023/4/15,1,89.8
宝安,63394.24,90平方米以下,240342,2023/4/15,12,924.89
龙岗,41880.4,90平方米以下,240343,2023/4/15,19,1443.76
全市,53711.09,90~144平方米,240344,2023/4/15,89,9473.53
盐田,52096.82,90~144平方米,240345,2023/4/15,2,215.36
深汕,11151.84,90~144平方米,240346,2023/4/15,10,1070.98
坪山,36017.84,90~144平方米,240347,2023/4/15,6,610.93
罗湖,65764.5,90~144平方米,240348,2023/4/15,2,187.25
龙华,67035.12,90~144平方米,240349,2023/4/15,34,3662.9
龙岗,46237.54,90~144平方米,240350,2023/4/15,14,1443.45
光明,50404.68,90~144平方米,240351,2023/4/15,10,1119.25
深汕,10879.83,90平方米以下,240333,2023/4/15,3,264.57
坪山,41120.91,90平方米以下,240334,2023/4/15,1,84.12
南山,80366.11,90平方米以下,240335,2023/4/15,1,38.3
罗湖,50911.45,90平方米以下,240336,2023/4/15,9,430.01
龙华,60528.8,90平方米以下,240337,2023/4/15,11,892.25
大鹏,31773,90~144平方米,240354,2023/4/15,1,95.73
宝安,106781.47,144平方米以上,240355,2023/4/15,2,398.06
福田,67773.07,144平方米以上,240356,2023/4/15,1,245.52
龙岗,47543.89,144平方米以上,240357,2023/4/15,1,145.85
龙华,84228.06,144平方米以上,240358,2023/4/15,2,365.85
罗湖,81404,144平方米以上,240359,2023/4/15,1,197.22
南山,92771.33,144平方米以上,240360,2023/4/15,3,641.45
全市,86490.06,144平方米以上,240361,2023/4/15,10,1993.95
