district,Price,size, sold,target
福田,118513.55,121.5,1,90~144平方米
宝安,103993.85,164.66,1,144平方米以上
福田,119285.97,524.6,2,144平方米以上
龙华,77689.7,182.61,1,144平方米以上
南山,73814.88,239.56,1,144平方米以上
全市,100385.14,1111.43,5,144平方米以上
盐田,51767.73,88.91,1,90平方米以下
深汕,11429.26,264.57,3,90平方米以下
坪山,35025.14,158.5,2,90平方米以下
南山,61095.49,49.19,1,90平方米以下
罗湖,43026.5,273.27,6,90平方米以下
宝安,60991.22,1390.95,17,90平方米以下
龙岗,40737.52,1835.22,25,90平方米以下
光明,48082.33,1592.45,18,90平方米以下
福田,45785.98,25.1,1,90平方米以下
龙岗,49768.92,1546.98,15,90~144平方米
光明,46049.39,507.07,5,90~144平方米
宝安,81537.37,1490.06,13,90~144平方米
福田,86528.09,364.43,3,90~144平方米
宝安,80157.08,325.16,2,144平方米以上
福田,34367.23,2609.55,8,144平方米以上
龙华,31991.55,628.92,2,144平方米以上
罗湖,91297,171.1,1,144平方米以上
南山,101107.58,476.93,2,144平方米以上
全市,47418.16,4211.66,15,144平方米以上
福田,83616.03,85.54,1,90平方米以下
宝安,58374.79,1041.09,13,90平方米以下
龙岗,41182.9,2107.47,29,90平方米以下
全市,66065.88,7894.08,72,90~144平方米
深汕,13642.08,380.09,3,90~144平方米
坪山,33296.29,131.36,1,90~144平方米
南山,96244.57,350.38,3,90~144平方米
罗湖,74212,396.13,4,90~144平方米
龙华,71667.85,2727.58,25,90~144平方米
坪山,35993.13,327.09,4,90平方米以下
南山,80663.44,175.87,3,90平方米以下
罗湖,50405.61,222.31,4,90平方米以下
龙华,68699.17,515.57,6,90平方米以下
全市,49812.09,5384.8,74,90平方米以下
光明,44980.89,909.86,14,90平方米以下
盐田,49369.05,88.46,1,90平方米以下
深汕,10753,77.22,1,90平方米以下
坪山,35835.79,169.33,2,90平方米以下
罗湖,42868.6,222.08,6,90平方米以下
全市,40073.59,2132.41,35,90平方米以下
龙岗,35345.33,361.29,7,90平方米以下
光明,40460.96,691.07,11,90平方米以下
宝安,43916.78,434.78,6,90平方米以下
龙华,54910.85,88.18,1,90平方米以下
全市,69058.62,4987.84,45,90~144平方米
盐田,51050.85,138.1,1,90~144平方米
深汕,11797.72,294.42,3,90~144平方米
坪山,36147.71,306.57,3,90~144平方米
南山,85087.05,359.13,3,90~144平方米
罗湖,70716.02,201.08,2,90~144平方米
龙华,70288.75,1212.94,11,90~144平方米
龙岗,48815.34,450.05,4,90~144平方米
宝安,89242.97,1817.11,16,90~144平方米
光明,41649.26,208.44,2,90~144平方米
宝安,26937.71,1240.44,1,144平方米以上
福田,26599.01,613.61,2,144平方米以上
龙岗,46417.11,164.09,1,144平方米以上
龙华,35618.54,1306.52,4,144平方米以上
南山,100968.12,233.61,1,144平方米以上
全市,35825.31,3558.27,9,144平方米以上
全市,47593.79,5618.22,72,90平方米以下
龙华,59623.15,518.73,7,90平方米以下
龙岗,45399.28,1426.96,18,90平方米以下
光明,47499.68,705.94,8,90平方米以下
宝安,61051.11,1653.23,21,90平方米以下
罗湖,45103.36,130.2,3,90平方米以下
全市,59030.2,8427.46,77,90~144平方米
深汕,11927.91,1433.37,13,90~144平方米
坪山,36401.91,400.51,4,90~144平方米
南山,78068,324.53,3,90~144平方米
罗湖,70559.89,282.38,3,90~144平方米
龙华,74021.86,1374.7,12,90~144平方米
龙岗,49805.62,1080.42,10,90~144平方米
光明,48067.22,558.45,5,90~144平方米
宝安,82429.01,2604.49,24,90~144平方米
福田,63591.93,368.61,3,90~144平方米
宝安,77108.19,309.83,2,144平方米以上
南山,101627.88,242.79,1,144平方米以上
全市,87880.75,552.62,3,144平方米以上
盐田,45795.05,72.97,1,90平方米以下
深汕,11362.38,793.75,9,90平方米以下
坪山,35412.6,140.56,2,90平方米以下
南山,79639.8,175.88,3,90平方米以下
坪山,36851.34,326.15,4,90平方米以下
南山,81442.43,165.61,3,90平方米以下
罗湖,51753.4,415.62,8,90平方米以下
龙华,65924.77,431.81,5,90平方米以下
全市,51178.01,5033.13,67,90平方米以下
光明,45810.87,1413.68,18,90平方米以下
福田,83797.62,115.23,2,90平方米以下
大鹏,29780.97,88.6,1,90平方米以下
宝安,62565.84,987.4,12,90平方米以下
龙岗,39730.86,1089.03,14,90平方米以下
全市,61765.91,7859.98,73,90~144平方米
深汕,10178.65,386.74,4,90~144平方米
坪山,37838.14,306.8,3,90~144平方米
南山,90827.41,241.1,2,90~144平方米
罗湖,55963.38,96.87,1,90~144平方米
龙华,66704.18,2256.23,21,90~144平方米
龙岗,45495.43,1069.78,9,90~144平方米
光明,44963.92,1310.99,13,90~144平方米
宝安,84032.3,1826.44,17,90~144平方米
福田,84970.17,365.03,3,90~144平方米
宝安,113638.86,173.19,1,144平方米以上
福田,25456.61,171.66,1,144平方米以上
龙华,79060.22,173.27,1,144平方米以上
深汕,17044.43,164.4,1,144平方米以上
全市,59414.91,682.52,4,144平方米以上
宝安,81496.71,2195.02,21,90~144平方米
福田,102937.12,495.34,4,90~144平方米
南山,103281.26,1203.56,5,144平方米以上
全市,103281.26,1203.56,5,144平方米以上
坪山,35863.99,336.84,4,90平方米以下
罗湖,47604.43,508.29,12,90平方米以下
龙华,65779.61,87.94,1,90平方米以下
龙岗,39729.65,349.21,5,90平方米以下
光明,41767.6,351.47,5,90平方米以下
福田,65313.13,148.23,5,90平方米以下
宝安,59694.43,1048.85,13,90平方米以下
全市,50482.67,2830.83,45,90平方米以下
全市,65208.27,6037.63,56,90~144平方米
深汕,12489.3,233.43,2,90~144平方米
罗湖,70836.38,93.02,1,90~144平方米
龙华,69513.77,799.83,7,90~144平方米
龙岗,44724.12,1108.79,10,90~144平方米
光明,44177.48,1112.2,11,90~144平方米
盐田,50375.65,30.84,1,90平方米以下
深汕,11142.44,177.4,2,90平方米以下
坪山,37048.04,79.92,1,90平方米以下
罗湖,42107.47,444.7,13,90平方米以下
福田,61370.4,52.4,1,90平方米以下
龙岗,45095.17,500.48,7,90平方米以下
光明,49636.58,268.35,3,90平方米以下
全市,45305.24,1918.97,34,90平方米以下
宝安,60683.73,238.76,3,90平方米以下
龙华,64456.07,126.12,3,90平方米以下
全市,70145.44,2697.02,24,90~144平方米
南山,84727.76,119.4,1,90~144平方米
罗湖,78612.37,92.32,1,90~144平方米
龙华,68387.02,570.14,5,90~144平方米
龙岗,50420.57,567.51,5,90~144平方米
光明,50642.34,111.83,1,90~144平方米
宝安,89855.82,909.65,8,90~144平方米
福田,51521.07,326.17,3,90~144平方米
宝安,67669.73,249.46,1,144平方米以上
福田,59627.23,926.36,3,144平方米以上
南山,100910.02,486.11,2,144平方米以上
全市,72909.53,1661.93,6,144平方米以上
龙岗,23808.66,662.7,17,90平方米以下
光明,49195.33,177.74,2,90平方米以下
大鹏,27263.49,86.05,1,90平方米以下
宝安,52179.99,1192.15,16,90平方米以下
全市,42043.18,2118.64,36,90平方米以下
全市,61711.81,1645.46,15,90~144平方米
深汕,12018.2,106.7,1,90~144平方米
南山,89135.28,142.81,1,90~144平方米
龙华,71779.96,540.36,5,90~144平方米
龙岗,55611.5,216.19,2,90~144平方米
宝安,58745.14,518.62,5,90~144平方米
光明,51800.74,120.78,1,90~144平方米
龙华,19000,467.56,1,144平方米以上
南山,102668.77,1354.58,5,144平方米以上
全市,81199.42,1822.14,6,144平方米以上
罗湖,42727.61,121.93,3,90平方米以下
龙岗,48187.97,163.59,2,90平方米以下
光明,50056.95,534.51,6,90平方米以下
福田,49103.2,229.01,8,90平方米以下
全市,49793.84,1091.67,20,90平方米以下
深汕,12065.91,98.5,1,90~144平方米
坪山,35145.44,107.13,1,90~144平方米
龙华,65737.2,93.76,1,90~144平方米
光明,51961.49,222.62,2,90~144平方米
宝安,72854,206.89,2,90~144平方米
全市,51800.76,728.9,7,90~144平方米
南山,76578.11,42.63,1,90平方米以下
南山,50000,145.11,3,90平方米以下
龙岗,41012.96,77.95,1,90平方米以下
大鹏,27843.2,88.88,1,90平方米以下
宝安,51957.88,231.81,3,90平方米以下
全市,44761.37,621.29,9,90平方米以下
深汕,10300.6,297.9,3,90~144平方米
龙华,71827.81,297.54,3,90~144平方米
龙岗,53599.98,215.37,2,90~144平方米
光明,48255.41,188.75,2,90~144平方米
宝安,46169.18,100.55,1,90~144平方米
全市,45208.7,1100.11,11,90~144平方米
坪山,36604,77.54,1,90平方米以下
坪山,37313.48,89.71,1,90平方米以下
南山,76578.11,42.63,1,90平方米以下
罗湖,43797.11,283.69,7,90平方米以下
龙华,54567.58,87.08,1,90平方米以下
全市,49003.5,2533.75,34,90平方米以下
宝安,65660.93,249.44,3,90平方米以下
光明,49083.64,799.03,9,90平方米以下
龙岗,45589.24,982.17,12,90平方米以下
全市,62290.29,2748.49,26,90~144平方米
龙华,64247.97,920.21,9,90~144平方米
龙岗,51499.58,1185.5,11,90~144平方米
宝安,88386.16,551.3,5,90~144平方米
福田,25170.37,91.48,1,90~144平方米
南山,62578.04,155.4,1,144平方米以上
全市,62578.04,155.4,1,144平方米以上
南山,88968.76,61.05,1,90平方米以下
罗湖,60387.22,145.94,2,90平方米以下
全市,53547.97,3131.28,42,90平方米以下
龙岗,41841.18,694.53,11,90平方米以下
光明,47951.47,510.61,6,90平方米以下
宝安,60886.42,1098,14,90平方米以下
龙华,70013.29,339.06,4,90平方米以下
全市,64284.1,5256.29,49,90~144平方米
深汕,11744.28,205.2,2,90~144平方米
坪山,35477.38,211.03,2,90~144平方米
南山,97057.45,124.76,1,90~144平方米
罗湖,63345.97,319.05,3,90~144平方米
龙华,71073.41,1299.13,12,90~144平方米
龙岗,42110.91,1116.25,11,90~144平方米
光明,49609.64,445.9,4,90~144平方米
宝安,91095.13,1439.09,13,90~144平方米
大鹏,32590.8,95.88,1,90~144平方米
宝安,103540.61,173.63,1,144平方米以上
龙华,75711.36,346.5,2,144平方米以上
南山,85570.48,215.08,1,144平方米以上
全市,85167.83,735.21,4,144平方米以上
盐田,47764.53,155.93,2,90平方米以下
深汕,14623.18,126.16,2,90平方米以下
龙岗,41459.13,998.47,13,90平方米以下
光明,47644.65,878.89,10,90平方米以下
福田,67915.12,93.45,2,90平方米以下
大鹏,30741.92,85.91,1,90平方米以下
全市,49703.62,3700.37,48,90平方米以下
龙华,57437.87,246.24,4,90平方米以下
全市,64995.23,7876.46,71,90~144平方米
深汕,11349.68,625.76,6,90~144平方米
坪山,36214.43,417.87,4,90~144平方米
南山,91766.37,119.4,1,90~144平方米
罗湖,81703.4,431.12,4,90~144平方米
龙华,68728.28,1653.04,15,90~144平方米
龙岗,46497.54,1042.29,10,90~144平方米
光明,50684.87,1204.04,10,90~144平方米
福田,107216.01,375.54,3,90~144平方米
宝安,92706.82,1911.52,17,90~144平方米
大鹏,30667.16,95.88,1,90~144平方米
宝安,109821.98,694.08,4,144平方米以上
南山,74304.9,188.5,1,144平方米以上
全市,102236.3,882.58,5,144平方米以上
盐田,50369.02,88.91,1,90平方米以下
深汕,10796.73,88.19,1,90平方米以下
坪山,37559.36,163.61,2,90平方米以下
南山,80317.89,181.23,3,90平方米以下
罗湖,54822.98,140.5,2,90平方米以下
宝安,59439.52,734.97,9,90平方米以下
盐田,48647.41,178.25,2,90平方米以下
深汕,11273.16,264.57,3,90平方米以下
坪山,35978.57,323.01,4,90平方米以下
南山,78246.48,321.38,5,90平方米以下
罗湖,43432.93,111.04,3,90平方米以下
宝安,59726.87,624.04,8,90平方米以下
光明,49966.35,1242.09,14,90平方米以下
福田,46808.89,235.65,9,90平方米以下
大鹏,31378.61,85.91,1,90平方米以下
全市,46588.34,5697.5,80,90平方米以下
龙岗,42884.94,2311.56,31,90平方米以下
全市,63134.89,9914.23,90,90~144平方米
深汕,12000.34,721.41,6,90~144平方米
坪山,37007.39,625,6,90~144平方米
南山,86690.09,119.83,1,90~144平方米
罗湖,72776.45,312.96,3,90~144平方米
龙华,69900.31,3956.95,35,90~144平方米
龙岗,52947.25,1452.61,14,90~144平方米
光明,47378.26,574.28,5,90~144平方米
宝安,83089.59,1924.74,18,90~144平方米
福田,89842.77,226.45,2,90~144平方米
宝安,109636.45,173.63,1,144平方米以上
龙岗,47713.72,146.02,1,144平方米以上
全市,81349.4,319.65,2,144平方米以上
南山,57052.62,731.57,3,144平方米以上
全市,82803.93,2003.47,10,144平方米以上
深汕,11119.09,881.96,10,90平方米以下
坪山,32922.76,161.36,2,90平方米以下
南山,57371.82,410.12,8,90平方米以下
罗湖,49772.31,234.88,4,90平方米以下
龙华,71447.1,258.24,3,90平方米以下
全市,45463.74,8165.12,104,90平方米以下
光明,47318.43,2086.79,24,90平方米以下
福田,61589.36,80.05,1,90平方米以下
大鹏,27690.72,88.81,1,90平方米以下
宝安,61190.3,1586.25,20,90平方米以下
龙岗,41752.44,2376.66,31,90平方米以下
全市,61996.29,14639.96,135,90~144平方米
盐田,50369.93,210.1,2,90~144平方米
深汕,11121.1,1286.91,12,90~144平方米
坪山,37981.39,208.38,2,90~144平方米
南山,91947.28,241.1,2,90~144平方米
罗湖,61593.26,309.86,3,90~144平方米
龙华,69308.15,3752.33,34,90~144平方米
龙岗,47002.35,3070.4,31,90~144平方米
光明,47900.59,1470.93,13,90~144平方米
宝安,87664.43,3372.03,30,90~144平方米
福田,87909.11,717.92,6,90~144平方米
宝安,95296.36,812.91,5,144平方米以上
福田,117090.36,313.27,1,144平方米以上
龙华,68686.12,145.72,1,144平方米以上
深汕,10010.46,165.71,2,90平方米以下
坪山,38693.97,146.5,2,90平方米以下
罗湖,47562.41,170.96,4,90平方米以下
龙华,67337.29,508.69,6,90平方米以下
全市,45678.66,8948.46,125,90平方米以下
光明,49549.7,2754.03,31,90平方米以下
福田,45823.98,25.1,1,90平方米以下
宝安,57788.18,1293.13,16,90平方米以下
龙岗,37767.54,3884.34,63,90平方米以下
全市,57352.53,10410.44,95,90~144平方米
盐田,50325.85,138.1,1,90~144平方米
深汕,11088.31,944.1,9,90~144平方米
坪山,36404.42,303.61,3,90~144平方米
南山,72296.8,101.08,1,90~144平方米
罗湖,86284.8,453.48,4,90~144平方米
龙华,69754.15,2558.02,23,90~144平方米
龙岗,49854.3,2839.93,27,90~144平方米
光明,51670.05,1651.95,14,90~144平方米
宝安,75658.08,941.93,9,90~144平方米
福田,95185.47,478.24,4,90~144平方米
福田,67937.35,507.76,2,144平方米以上
罗湖,81158.73,1058.09,6,144平方米以上
南山,101471.29,946.35,3,144平方米以上
全市,86138.23,2512.2,11,144平方米以上
坪山,20306.72,727.4,6,90~144平方米
南山,84428.22,472.46,4,90~144平方米
罗湖,63814.76,211.01,2,90~144平方米
龙华,66366.76,1995.15,19,90~144平方米
龙岗,43165.82,632.23,6,90~144平方米
光明,47197.27,590.82,6,90~144平方米
宝安,62738.66,839.67,8,90~144平方米
福田,100833.77,111.18,1,90~144平方米
宝安,80400.35,438.61,2,144平方米以上
罗湖,59842.15,151.07,1,144平方米以上
坪山,14451.27,518.22,3,144平方米以上
全市,46749.43,1107.9,6,144平方米以上
深汕,10897.99,77.3,1,90平方米以下
坪山,25080.27,1063.88,15,90平方米以下
南山,67583.28,388.84,7,90平方米以下
罗湖,56131.91,476.6,8,90平方米以下
全市,44059.41,5289.22,76,90平方米以下
龙岗,31557.69,887.54,14,90平方米以下
光明,47741.24,1288.33,15,90平方米以下
福田,39548.27,126.4,4,90平方米以下
宝安,59562,723.2,9,90平方米以下
龙华,57924.84,257.13,3,90平方米以下
全市,56546.71,5673.59,53,90~144平方米
深汕,13017.24,93.67,1,90~144平方米
光明,48994.59,671.85,6,90~144平方米
宝安,60056.56,465.48,5,90~144平方米
福田,25170.37,91.69,1,90~144平方米
宝安,107070.87,429.89,2,144平方米以上
南山,78800.67,466.5,2,144平方米以上
全市,92358.47,896.39,4,144平方米以上
坪山,31139.69,79.32,1,90平方米以下
南山,85567.14,53.29,1,90平方米以下
龙华,26630.09,73.34,1,90平方米以下
龙岗,36595.57,827.43,13,90平方米以下
光明,47712.35,1468.09,18,90平方米以下
福田,48029.47,311.26,11,90平方米以下
宝安,51250.91,1168.74,15,90平方米以下
全市,46253.74,3981.47,60,90平方米以下
全市,44200.66,3763.14,36,90~144平方米
深汕,12362.16,885.37,8,90~144平方米
坪山,32187.23,131.36,1,90~144平方米
罗湖,51527.13,189.14,2,90~144平方米
龙华,68822.37,807.31,8,90~144平方米
龙岗,43523.71,520.94,5,90~144平方米
全市,51276.82,8716.35,82,90~144平方米
盐田,52167.92,345.1,3,90~144平方米
深汕,11779.26,1117.6,10,90~144平方米
坪山,38132.64,615.61,6,90~144平方米
南山,88799.41,230.97,2,90~144平方米
罗湖,70864.05,478.26,5,90~144平方米
龙华,63093.83,1664.67,16,90~144平方米
龙岗,47683.06,1452.62,14,90~144平方米
光明,47006.23,1015.43,9,90~144平方米
宝安,62831.84,1677.45,16,90~144平方米
福田,88319.23,118.64,1,90~144平方米
宝安,61833.5,522.07,3,144平方米以上
龙岗,47730.33,326.95,2,144平方米以上
龙华,78716.2,330.34,2,144平方米以上
全市,62652.59,1179.36,7,144平方米以上
深汕,10990.26,1307.22,15,90平方米以下
坪山,35125.1,159.49,2,90平方米以下
罗湖,57842.13,208.35,5,90平方米以下
龙华,64951.45,590.99,7,90平方米以下
全市,41321.46,5897.33,76,90平方米以下
光明,47815.08,1052.19,12,90平方米以下
大鹏,30265.09,85.08,1,90平方米以下
宝安,55105.62,1523.21,19,90平方米以下
龙岗,37554.06,970.8,15,90平方米以下
全市,85687.77,456.1,3,144平方米以上
盐田,54500,89.34,1,90平方米以下
坪山,37768.1,155.08,2,90平方米以下
南山,85918.79,132.17,2,90平方米以下
罗湖,47081.74,639.98,13,90平方米以下
龙华,60187.25,172.87,2,90平方米以下
宝安,58639.84,2443.83,30,90平方米以下
光明,48331.5,2626.45,30,90平方米以下
福田,45619.97,156.3,2,90平方米以下
大鹏,29948.9,85.91,1,90平方米以下
全市,50470.31,8237.55,106,90平方米以下
龙岗,42166.13,1735.62,23,90平方米以下
全市,60286.74,9458.01,89,90~144平方米
盐田,52836.81,92.46,1,90~144平方米
深汕,10121,94.61,1,90~144平方米
南山,91543.08,339.84,3,90~144平方米
罗湖,59343.87,287.88,3,90~144平方米
龙华,66865.89,1659.95,15,90~144平方米
龙岗,48783.98,1691.47,16,90~144平方米
光明,48693.31,2086.11,19,90~144平方米
宝安,68253.43,2481.93,24,90~144平方米
福田,71384.64,723.76,7,90~144平方米
宝安,102313.85,164.66,1,144平方米以上
龙华,76294.25,291.44,2,144平方米以上
全市,84681.51,2557.5,10,144平方米以上
坪山,35990.75,168.08,2,90平方米以下
南山,72359.84,508.25,9,90平方米以下
罗湖,43161.02,122.39,3,90平方米以下
全市,49027.92,7460.74,96,90平方米以下
龙岗,37671.05,1966.29,26,90平方米以下
光明,48350.62,1843.65,21,90平方米以下
宝安,53254.16,1473.35,19,90平方米以下
龙华,65554.44,1114.14,13,90平方米以下
全市,55102.53,9312.17,88,90~144平方米
深汕,11727.59,839.19,8,90~144平方米
坪山,34366.12,200.32,2,90~144平方米
罗湖,51770.48,418.56,4,90~144平方米
龙华,68587.71,3090.45,30,90~144平方米
龙岗,45418.43,843.14,8,90~144平方米
光明,47754.36,2438.75,23,90~144平方米
宝安,72868.32,725.06,7,90~144平方米
福田,72913.17,756.7,6,90~144平方米
宝安,63912.17,1383.56,5,144平方米以上
福田,117053.59,785.43,3,144平方米以上
龙华,75493.29,145.72,1,144平方米以上
南山,103827.88,242.79,1,144平方米以上
深汕,11199.17,264.59,3,90平方米以下
南山,89684.72,555.02,5,90~144平方米
罗湖,84226.39,343.78,3,90~144平方米
龙华,65439.57,2687.17,25,90~144平方米
龙岗,45556.31,1615.53,16,90~144平方米
光明,46486.71,654.69,6,90~144平方米
宝安,65234.8,1813.81,17,90~144平方米
福田,80546.42,220.5,2,90~144平方米
福田,75581.3,433.47,2,144平方米以上
龙华,78805.69,468.8,3,144平方米以上
罗湖,91847.7,181.61,1,144平方米以上
全市,79701.44,1083.88,6,144平方米以上
深汕,10967.15,617.35,7,90平方米以下
坪山,36100.44,489.14,6,90平方米以下
南山,82182.09,126.93,2,90平方米以下
罗湖,61152.76,303.15,6,90平方米以下
全市,45301.09,6577.26,86,90平方米以下
龙岗,40169.44,1516.37,22,90平方米以下
光明,48252.58,1157.61,13,90平方米以下
宝安,53495.94,2107.28,27,90平方米以下
龙华,58043.32,259.43,3,90平方米以下
全市,58103.16,8877.59,83,90~144平方米
盐田,55453.23,97.35,1,90~144平方米
深汕,11469.06,672.79,6,90~144平方米
坪山,36902.42,216.95,2,90~144平方米
罗湖,48549.23,234.33,5,90平方米以下
全市,45720.77,4713.53,61,90平方米以下
龙岗,38847.29,1432.28,19,90平方米以下
光明,48551.27,975.24,11,90平方米以下
福田,88856.74,138.88,2,90平方米以下
宝安,69724.4,490.44,6,90平方米以下
龙华,59285.14,259.6,3,90平方米以下
全市,58663.27,10159.68,92,90~144平方米
深汕,12014.5,1425.02,13,90~144平方米
坪山,37786.45,307.28,3,90~144平方米
南山,87033.01,702.11,6,90~144平方米
罗湖,82200.73,349.59,3,90~144平方米
龙华,70684.02,3533.05,32,90~144平方米
龙岗,42994.12,1681.75,17,90~144平方米
光明,51710.38,671.53,6,90~144平方米
福田,80859.99,1010.43,8,90~144平方米
宝安,93427.21,355.68,3,90~144平方米
大鹏,46500,123.24,1,90~144平方米
宝安,51119.18,151.57,1,144平方米以上
龙华,69981.73,145.72,1,144平方米以上
南山,99861.29,937.68,4,144平方米以上
全市,90353.45,1234.97,6,144平方米以上
深汕,10817.75,331.19,4,90平方米以下
坪山,37086.6,735.04,9,90平方米以下
南山,71835.66,116.53,2,90平方米以下
光明,49999.42,662.23,6,90~144平方米
宝安,60051.84,798.01,8,90~144平方米
福田,88632.77,488.86,4,90~144平方米
龙华,76008.25,346.5,2,144平方米以上
南山,106483.15,1208.71,4,144平方米以上
全市,99693.36,1555.21,6,144平方米以上
坪山,36896.03,157.49,2,90平方米以下
南山,70529.03,58.36,1,90平方米以下
罗湖,40876.62,102.09,3,90平方米以下
龙华,73550.78,86.98,1,90平方米以下
宝安,44794.26,522.78,7,90平方米以下
光明,49324.97,802.98,9,90平方米以下
福田,48666.87,336.29,13,90平方米以下
全市,44134.41,3159.74,54,90平方米以下
龙岗,36206.35,1092.77,18,90平方米以下
全市,63998.74,5478.5,51,90~144平方米
坪山,34862.66,209.27,2,90~144平方米
南山,99924.87,94.66,1,90~144平方米
龙华,73733.68,2262.57,20,90~144平方米
龙岗,44316.97,962.9,10,90~144平方米
福田,145549.98,206.62,1,144平方米以上
龙岗,48215.2,437.55,3,144平方米以上
罗湖,42115.12,242.69,1,144平方米以上
全市,69124.14,1116.47,6,144平方米以上
坪山,37705.53,167.19,2,90平方米以下
南山,76504.48,180.83,3,90平方米以下
罗湖,48610.59,341.61,8,90平方米以下
龙华,56204.11,260.17,3,90平方米以下
龙岗,42126.43,1633.46,23,90平方米以下
光明,48679.26,88.38,1,90平方米以下
全市,48173.45,3934.57,56,90平方米以下
宝安,51515.87,1262.93,16,90平方米以下
全市,58732.59,5110.2,48,90~144平方米
坪山,36210.21,98.1,1,90~144平方米
龙华,70467.87,1989.42,19,90~144平方米
龙岗,43282.08,1969.3,18,90~144平方米
光明,46457.44,383.63,4,90~144平方米
宝安,66218.55,433.06,4,90~144平方米
福田,104180.13,236.69,2,90~144平方米
宝安,68742.72,229.61,1,144平方米以上
坪山,37069.96,150.87,2,90平方米以下
罗湖,43814.59,121.94,3,90平方米以下
龙华,61562.72,692.07,8,90平方米以下
全市,54027.84,4429.68,55,90平方米以下
光明,46026.24,618.37,7,90平方米以下
福田,100838.57,80.63,1,90平方米以下
宝安,64260.74,1276.3,15,90平方米以下
龙岗,45008.34,1400.74,18,90平方米以下
全市,59367.59,10211.83,97,90~144平方米
深汕,10947.86,738.5,7,90~144平方米
坪山,38640.01,720.44,7,90~144平方米
南山,89957.73,458.46,4,90~144平方米
罗湖,70123.07,295.62,3,90~144平方米
龙华,67263.47,2923.87,29,90~144平方米
龙岗,48082.88,1252.42,12,90~144平方米
光明,50308.9,1196.82,11,90~144平方米
福田,72654.67,736.11,6,90~144平方米
宝安,75020.82,1792.92,17,90~144平方米
大鹏,33813.01,96.67,1,90~144平方米
龙华,83017.29,145.72,1,144平方米以上
罗湖,92375.91,181.61,1,144平方米以上
全市,88209.66,327.33,2,144平方米以上
盐田,46552.58,88.76,1,90平方米以下
全市,49755.16,5824.06,78,90平方米以下
光明,47685.25,1505.04,17,90平方米以下
福田,73923,151.32,4,90平方米以下
大鹏,26837.42,89.8,1,90平方米以下
宝安,63394.24,924.89,12,90平方米以下
龙岗,41880.4,1443.76,19,90平方米以下
全市,53711.09,9473.53,89,90~144平方米
盐田,52096.82,215.36,2,90~144平方米
深汕,11151.84,1070.98,10,90~144平方米
坪山,36017.84,610.93,6,90~144平方米
罗湖,65764.5,187.25,2,90~144平方米
龙华,67035.12,3662.9,34,90~144平方米
龙岗,46237.54,1443.45,14,90~144平方米
光明,50404.68,1119.25,10,90~144平方米
深汕,10879.83,264.57,3,90平方米以下
坪山,41120.91,84.12,1,90平方米以下
南山,80366.11,38.3,1,90平方米以下
罗湖,50911.45,430.01,9,90平方米以下
龙华,60528.8,892.25,11,90平方米以下
大鹏,31773,95.73,1,90~144平方米
宝安,106781.47,398.06,2,144平方米以上
福田,67773.07,245.52,1,144平方米以上
龙岗,47543.89,145.85,1,144平方米以上
龙华,84228.06,365.85,2,144平方米以上
罗湖,81404,197.22,1,144平方米以上
南山,92771.33,641.45,3,144平方米以上
全市,86490.06,1993.95,10,144平方米以上
福田,92919.29,338.59,3,90~144平方米
宝安,66039.56,729.09,7,90~144平方米
龙华,77402.9,182.58,1,144平方米以上
罗湖,61515.42,412.76,2,144平方米以上
南山,99285.12,1154.54,5,144平方米以上
全市,91038.21,2063.15,9,144平方米以上
盐田,51573.47,65.33,1,90平方米以下
深汕,11186.72,88.19,1,90平方米以下
坪山,36241.47,324.52,4,90平方米以下
南山,83735.53,319.37,5,90平方米以下
罗湖,45727.21,279.72,6,90平方米以下
宝安,53816.31,791.51,10,90平方米以下
龙岗,41079.56,2760,39,90平方米以下
光明,48306.63,967.93,11,90平方米以下
福田,47103.25,125.5,5,90平方米以下
大鹏,27356.54,253.61,3,90平方米以下
全市,46462.09,6637.14,94,90平方米以下
龙华,56152.33,661.46,9,90平方米以下
全市,58033.79,9550.6,91,90~144平方米
深汕,11112.49,742.57,7,90~144平方米
坪山,36653.89,285.52,3,90~144平方米
南山,82604.86,342.45,3,90~144平方米
罗湖,73071.65,687.04,6,90~144平方米
龙华,67710.5,4086.36,39,90~144平方米
龙岗,46073.85,1502.23,15,90~144平方米
光明,47300.92,1014.28,10,90~144平方米
福田,98566.31,113.7,1,90~144平方米
宝安,71010.5,652.58,6,90~144平方米
大鹏,45391.87,123.87,1,90~144平方米
福田,107490.36,313.27,1,144平方米以上
罗湖,62513.45,433.84,4,90~144平方米
龙华,69935.78,2152.37,20,90~144平方米
龙岗,46012.06,961.66,9,90~144平方米
光明,44346.33,1615.55,16,90~144平方米
宝安,78242.03,1227.65,11,90~144平方米
福田,101334.27,228.3,2,90~144平方米
宝安,49273.76,2071.64,6,144平方米以上
龙岗,26422.45,243.07,1,144平方米以上
龙华,75681.53,173.19,1,144平方米以上
罗湖,41171.22,242.69,1,144平方米以上
南山,103085.96,613.85,2,144平方米以上
全市,58269.38,3344.44,11,144平方米以上
盐田,48568.66,63.63,1,90平方米以下
坪山,34657.1,416.06,5,90平方米以下
南山,77645.11,271.14,4,90平方米以下
罗湖,48960.44,117.61,2,90平方米以下
全市,51203.27,4881.05,70,90平方米以下
龙岗,43378.57,812.63,12,90平方米以下
